Year,Season,Rk,Player,Pos,Week,Team,Opp,Att,Yds,YdsPerAtt,TD,Targets,Rec,Yds,TD,Fum,Lost,FantasyPts
2015,PRE,2,Thomas Rawls,RB,1,SEA,DEN,9,31,3,0,2,1,19,1,0,0,11.50
2015,PRE,3,Rod Smith,RB,1,SEA,DEN,2,18,9,0,4,4,29,0,0,0,6.70
2015,PRE,4,Christine Michael,RB,4,SEA,OAK,8,39,5,0,0,0,0,0,0,0,3.90
2015,PRE,5,Christine Michael,RB,3,SEA,LAC,7,37,5,0,0,0,0,0,0,0,3.70
2015,PRE,6,Thomas Rawls,RB,3,SEA,LAC,6,20,3,0,2,1,7,0,0,0,3.20
2015,PRE,7,Christine Michael,RB,2,SEA,KC,10,27,3,0,1,0,0,0,0,0,2.70
2015,PRE,8,Thomas Rawls,RB,2,SEA,KC,4,20,5,0,1,0,0,0,0,0,2.00
2015,PRE,9,Rod Smith,RB,4,SEA,OAK,4,20,5,0,0,0,0,0,0,0,2.00
2015,PRE,10,Robert Turbin,RB,3,SEA,LAC,5,19,4,0,0,0,0,0,0,0,1.90
2015,PRE,11,Rod Smith,RB,3,SEA,LAC,2,11,6,0,1,1,2,0,0,0,1.80
2015,PRE,12,Christine Michael,RB,1,SEA,DEN,7,15,2,0,0,0,0,0,1,0,1.50
2015,PRE,13,Marshawn Lynch,RB,3,SEA,LAC,2,6,3,0,1,1,3,0,0,0,1.40
2015,PRE,14,Robert Turbin,RB,1,SEA,DEN,5,13,3,0,1,0,0,0,0,0,1.30
2015,PRE,15,Derrick Coleman,RB,2,SEA,KC,0,0,0,0,1,1,2,0,0,0,0.70
2015,PRE,16,Robert Turbin,RB,2,SEA,KC,6,4,1,0,0,0,0,0,0,0,0.40
2015,PRE,17,Brandon Cottom,RB,3,SEA,LAC,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,18,Brandon Cottom,RB,1,SEA,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,19,Brandon Cottom,RB,2,SEA,KC,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,20,Will Tukuafu,RB,2,SEA,KC,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,21,Will Tukuafu,RB,3,SEA,LAC,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,22,Will Tukuafu,RB,4,SEA,OAK,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,1,Jarryd Hayne,RB,4,SF,LAC,10,58,6,0,2,2,17,0,0,0,8.50
2015,PRE,2,Jarryd Hayne,RB,1,SF,HOU,5,63,13,0,1,0,0,0,0,0,6.30
2015,PRE,3,Jarryd Hayne,RB,2,SF,DAL,8,54,7,0,0,0,0,0,0,0,5.40
2015,PRE,4,Carlos Hyde,RB,2,SF,DAL,7,39,6,0,1,1,6,0,0,0,5.00
2015,PRE,5,Kendall Hunter,RB,4,SF,LAC,10,21,2,0,3,3,13,0,0,0,4.90
2015,PRE,6,Mike Davis,RB,2,SF,DAL,8,34,4,0,1,1,7,0,0,0,4.60
2015,PRE,7,Mike Davis,RB,4,SF,LAC,7,33,5,0,0,0,0,0,0,0,3.30
2015,PRE,8,Carlos Hyde,RB,3,SF,DEN,4,28,7,0,0,0,0,0,0,0,2.80
2015,PRE,9,Mike Davis,RB,3,SF,DEN,8,28,4,0,0,0,0,0,1,0,2.80
2015,PRE,10,Jarryd Hayne,RB,3,SF,DEN,2,0,0,0,3,1,18,0,0,0,2.30
2015,PRE,11,Kendall Gaskins,RB,4,SF,LAC,6,23,4,0,1,1,-5,0,0,0,2.30
2015,PRE,12,Reggie Bush,RB,3,SF,DEN,1,21,21,0,0,0,0,0,0,0,2.10
2015,PRE,13,Kendall Gaskins,RB,2,SF,DAL,10,20,2,0,0,0,0,0,0,0,2.00
2015,PRE,14,Mike Davis,RB,1,SF,HOU,3,18,6,0,1,0,0,0,0,0,1.80
2015,PRE,15,Kendall Hunter,RB,3,SF,DEN,7,15,2,0,1,0,0,0,0,0,1.50
2015,PRE,16,Kendall Gaskins,RB,1,SF,HOU,5,12,2,0,0,0,0,0,0,0,1.20
2015,PRE,17,Carlos Hyde,RB,1,SF,HOU,2,6,3,0,0,0,0,0,0,0,0.60
2015,PRE,18,Trey Millard,RB,1,SF,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,19,Bruce Miller,RB,2,SF,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,20,Trey Millard,RB,2,SF,DAL,0,0,0,0,1,0,0,0,0,0,0.00
2015,PRE,21,Kendall Gaskins,RB,3,SF,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,22,Bruce Miller,RB,1,SF,HOU,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,23,Bruce Miller,RB,3,SF,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,24,Bruce Miller,RB,4,SF,LAC,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,1,Mike James,RB,1,TB,MIN,7,10,1,1,5,4,34,0,0,0,12.40
2015,PRE,2,Doug Martin,RB,3,TB,CLE,9,40,4,1,0,0,0,0,0,0,10.00
2015,PRE,3,Doug Martin,RB,2,TB,CIN,6,59,10,0,1,1,9,0,0,0,7.30
2015,PRE,4,Mike James,RB,4,TB,MIA,11,49,5,0,1,1,-4,0,0,0,5.00
2015,PRE,5,Mike James,RB,2,TB,CIN,10,40,4,0,0,0,0,0,0,0,4.00
2015,PRE,6,Bobby Rainey,RB,4,TB,MIA,11,27,3,0,2,1,4,0,0,0,3.60
2015,PRE,7,Charles Sims,RB,2,TB,CIN,3,6,2,0,3,2,15,0,0,0,3.10
2015,PRE,8,Bobby Rainey,RB,1,TB,MIN,5,20,4,0,1,1,5,0,0,0,3.00
2015,PRE,9,Charles Sims,RB,3,TB,CLE,3,9,3,0,1,1,12,0,0,0,2.60
2015,PRE,10,Dominique Brown,RB,2,TB,CIN,14,24,2,0,0,0,0,0,0,0,2.40
2015,PRE,11,Dominique Brown,RB,1,TB,MIN,3,11,4,0,3,2,0,0,0,0,2.10
2015,PRE,12,Doug Martin,RB,1,TB,MIN,5,19,4,0,0,0,0,0,0,0,1.90
2015,PRE,13,Bobby Rainey,RB,3,TB,CLE,1,0,0,0,1,1,11,0,0,0,1.60
2015,PRE,14,Mike James,RB,3,TB,CLE,4,14,4,0,0,0,0,0,0,0,1.40
2015,PRE,15,Jorvorskie Lane,RB,2,TB,CIN,0,0,0,0,1,1,7,0,0,0,1.20
2015,PRE,16,Charles Sims,RB,1,TB,MIN,2,11,6,0,0,0,0,0,0,0,1.10
2015,PRE,17,Bobby Rainey,RB,2,TB,CIN,1,5,5,0,0,0,0,0,0,0,0.50
2015,PRE,18,Dominique Brown,RB,3,TB,CLE,2,5,3,0,1,0,0,0,0,0,0.50
2015,PRE,19,Charles Sims,RB,4,TB,MIA,5,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,1,Antonio Andrews,RB,1,TEN,ATL,4,13,3,1,2,2,25,0,0,0,10.80
2015,PRE,2,Dexter McCluster,RB,3,TEN,KC,5,37,7,0,2,2,20,0,0,0,6.70
2015,PRE,3,Dexter McCluster,RB,1,TEN,ATL,1,6,6,1,0,0,0,0,0,0,6.60
2015,PRE,4,Antonio Andrews,RB,3,TEN,KC,1,2,2,1,0,0,0,0,0,0,6.20
2015,PRE,5,David Fluellen,RB,4,TEN,MIN,12,61,5,0,1,0,0,0,0,0,6.10
2015,PRE,6,David Cobb,RB,1,TEN,ATL,11,53,5,0,1,1,1,0,0,0,5.90
2015,PRE,7,Dexter McCluster,RB,4,TEN,MIN,7,27,4,0,4,3,16,0,0,0,5.80
2015,PRE,8,Bishop Sankey,RB,2,TEN,LAR,6,45,8,0,0,0,0,0,0,0,4.50
2015,PRE,9,David Cobb,RB,2,TEN,LAR,8,26,3,0,1,1,8,0,0,0,3.90
2015,PRE,10,Antonio Andrews,RB,4,TEN,MIN,10,38,4,0,1,0,0,0,0,0,3.80
2015,PRE,11,David Fluellen,RB,3,TEN,KC,6,18,3,0,1,1,8,0,0,0,3.10
2015,PRE,12,Antonio Andrews,RB,2,TEN,LAR,5,24,5,0,0,0,0,0,0,0,2.40
2015,PRE,13,Dexter McCluster,RB,2,TEN,LAR,2,13,7,0,2,1,5,0,0,0,2.30
2015,PRE,14,Bishop Sankey,RB,3,TEN,KC,6,17,3,0,0,0,0,0,1,0,1.70
2015,PRE,15,Bishop Sankey,RB,4,TEN,MIN,6,17,3,0,0,0,0,0,0,0,1.70
2015,PRE,16,Bishop Sankey,RB,1,TEN,ATL,8,15,2,0,1,0,0,0,0,0,1.50
2015,PRE,17,David Fluellen,RB,1,TEN,ATL,2,5,3,0,0,0,0,0,0,0,0.50
2015,PRE,18,David Fluellen,RB,2,TEN,LAR,6,4,1,0,0,0,0,0,0,0,0.40
2015,PRE,19,Jalston Fowler,RB,3,TEN,KC,1,2,2,0,0,0,0,0,0,0,0.20
2015,PRE,20,Jalston Fowler,RB,1,TEN,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,21,Jalston Fowler,RB,2,TEN,LAR,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,22,Jalston Fowler,RB,4,TEN,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,PRE,1,Mack Brown,RB,4,WAS,JAX,13,48,4,1,2,2,16,0,0,0,13.40
2015,PRE,2,Matt Jones,RB,2,WAS,DET,8,44,6,1,0,0,0,0,0,0,10.40
2015,PRE,3,Chris Thompson,RB,3,WAS,BAL,2,3,2,1,3,3,18,0,0,0,9.60
2015,PRE,4,Trey Williams,RB,1,WAS,CLE,7,15,2,1,1,1,7,0,0,0,8.70
2015,PRE,5,Matt Jones,RB,3,WAS,BAL,7,57,8,0,1,1,17,0,0,0,7.90
2015,PRE,6,Chris Thompson,RB,4,WAS,JAX,15,45,3,0,5,3,7,0,0,0,6.70
2015,PRE,7,Matt Jones,RB,1,WAS,CLE,5,38,8,0,1,1,11,0,0,0,5.40
2015,PRE,8,Trey Williams,RB,2,WAS,DET,10,52,5,0,0,0,0,0,0,0,5.20
2015,PRE,9,Trey Williams,RB,3,WAS,BAL,9,39,4,0,1,1,8,0,0,0,5.20
2015,PRE,10,Alfred Morris,RB,1,WAS,CLE,8,42,5,0,0,0,0,0,0,0,4.20
2015,PRE,11,Chris Thompson,RB,2,WAS,DET,5,37,7,0,0,0,0,0,0,0,3.70
2015,PRE,12,Chris Thompson,RB,1,WAS,CLE,5,28,6,0,2,2,-12,0,1,0,2.60
2015,PRE,13,Trey Williams,RB,4,WAS,JAX,5,21,4,0,0,0,0,0,0,0,2.10
2015,PRE,14,Alfred Morris,RB,3,WAS,BAL,7,4,1,0,2,2,6,0,0,0,2.00
2015,PRE,15,Mack Brown,RB,2,WAS,DET,7,18,3,0,0,0,0,0,0,0,1.80
2015,PRE,16,Jordan Campbell,RB,3,WAS,BAL,0,0,0,0,1,1,9,0,0,0,1.40
2015,PRE,17,Alfred Morris,RB,2,WAS,DET,3,10,3,0,0,0,0,0,0,0,1.00
2015,PRE,18,Mack Brown,RB,1,WAS,CLE,5,8,2,0,0,0,0,0,0,0,0.80
2015,PRE,19,Mack Brown,RB,3,WAS,BAL,5,7,1,0,0,0,0,0,1,0,0.70
2015,PRE,20,Darrel Young,RB,1,WAS,CLE,0,0,0,0,1,1,0,0,0,0,0.50
2015,PRE,21,Darrel Young,RB,2,WAS,DET,2,3,2,0,0,0,0,0,0,0,0.30
2015,PRE,22,Silas Redd,RB,1,WAS,CLE,2,2,1,0,0,0,0,0,1,1,-1.80
2015,POST,1,David Johnson,RB,3,ARI,CAR,15,60,4,1,9,9,68,0,0,0,23.30
2015,POST,2,David Johnson,RB,2,ARI,GB,15,35,2,0,9,6,43,0,0,0,10.80
2015,POST,3,Andre Ellington,RB,2,ARI,GB,3,3,1,0,1,0,0,0,0,0,0.30
2015,POST,4,Stepfan Taylor,RB,2,ARI,GB,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,5,Andre Ellington,RB,3,ARI,CAR,1,0,0,0,1,0,0,0,0,0,0.00
2015,POST,6,Stepfan Taylor,RB,3,ARI,CAR,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,Jonathan Stewart,RB,2,CAR,SEA,19,106,6,2,1,1,5,0,0,0,23.60
2015,POST,2,Jonathan Stewart,RB,3,CAR,ARI,19,83,4,0,2,2,5,0,0,0,9.80
2015,POST,3,Jonathan Stewart,RB,4,CAR,DEN,12,29,2,1,2,1,-1,0,0,0,9.30
2015,POST,4,Fozzy Whittaker,RB,4,CAR,DEN,4,26,7,0,1,1,14,0,0,0,4.50
2015,POST,5,Mike Tolbert,RB,3,CAR,ARI,3,4,1,0,1,1,14,0,0,0,4.30
2015,POST,6,Mike Tolbert,RB,2,CAR,SEA,7,17,2,0,1,0,0,0,0,0,1.70
2015,POST,7,Cameron Artis-Payne,RB,2,CAR,SEA,3,7,2,0,1,1,1,0,1,0,1.30
2015,POST,8,Fozzy Whittaker,RB,3,CAR,ARI,2,-2,-1,0,1,0,0,0,0,0,-0.20
2015,POST,9,Mike Tolbert,RB,4,CAR,DEN,5,18,4,0,1,0,0,0,2,1,-0.20
2015,POST,1,Jeremy Hill,RB,1,CIN,PIT,12,50,4,1,4,3,27,0,1,1,13.20
2015,POST,2,Giovani Bernard,RB,1,CIN,PIT,6,28,5,0,4,2,2,0,1,1,2.00
2015,POST,3,Rex Burkhead,RB,1,CIN,PIT,1,4,4,0,1,1,5,0,0,0,1.40
2015,POST,4,Cedric Peerman,RB,1,CIN,PIT,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,CJ Anderson,RB,4,DEN,CAR,23,90,4,1,4,4,10,0,0,0,18.00
2015,POST,2,CJ Anderson,RB,2,DEN,PIT,15,72,5,1,3,2,11,0,0,0,15.30
2015,POST,3,CJ Anderson,RB,3,DEN,NE,16,72,5,0,3,3,18,0,0,0,10.50
2015,POST,4,Ronnie Hillman,RB,2,DEN,PIT,16,38,2,0,1,0,0,0,0,0,3.80
2015,POST,5,Ronnie Hillman,RB,3,DEN,NE,11,16,2,0,2,1,7,0,0,0,2.80
2015,POST,6,Ronnie Hillman,RB,4,DEN,CAR,5,0,0,0,1,0,0,0,0,0,0.00
2015,POST,1,James Starks,RB,1,GB,WAS,12,53,4,1,2,2,12,0,0,0,13.50
2015,POST,2,Eddie Lacy,RB,1,GB,WAS,12,63,5,1,0,0,0,0,1,1,10.30
2015,POST,3,Eddie Lacy,RB,2,GB,ARI,12,89,7,0,2,2,2,0,0,0,10.10
2015,POST,4,James Starks,RB,2,GB,ARI,7,23,3,0,4,4,4,0,0,0,4.70
2015,POST,5,John Kuhn,RB,2,GB,ARI,1,2,2,0,2,2,10,0,0,0,2.20
2015,POST,6,John Kuhn,RB,1,GB,WAS,2,2,1,0,1,1,6,0,0,0,1.30
2015,POST,7,Aaron Ripkowski,RB,1,GB,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,8,John Crockett,RB,1,GB,WAS,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,9,Aaron Ripkowski,RB,2,GB,ARI,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,Alfred Blue,RB,1,HOU,KC,17,99,6,0,1,0,0,0,0,0,9.90
2015,POST,2,Jonathan Grimes,RB,1,HOU,KC,4,15,4,0,2,2,12,0,0,0,3.70
2015,POST,3,Jay Prosch,RB,1,HOU,KC,1,2,2,0,0,0,0,0,0,0,0.20
2015,POST,4,Akeem Hunt,RB,1,HOU,KC,1,0,0,0,0,0,0,0,0,0,0.00
2015,POST,5,Chris Polk,RB,1,HOU,KC,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,Charcandrick West,RB,2,KC,NE,17,61,4,1,4,2,15,0,0,0,14.60
2015,POST,2,Spencer Ware,RB,1,KC,HOU,16,67,4,1,0,0,0,0,0,0,12.70
2015,POST,3,Knile Davis,RB,1,KC,HOU,4,12,3,0,0,0,0,0,0,0,7.20
2015,POST,4,Charcandrick West,RB,1,KC,HOU,8,26,3,0,1,1,9,0,0,0,4.00
2015,POST,5,Knile Davis,RB,2,KC,NE,6,30,5,0,3,2,13,0,1,1,3.30
2015,POST,6,Anthony Sherman,RB,1,KC,HOU,0,0,0,0,1,1,3,0,0,0,0.80
2015,POST,7,Anthony Sherman,RB,2,KC,NE,0,0,0,0,1,1,1,0,0,0,0.60
2015,POST,8,Spencer Ware,RB,2,KC,NE,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,Adrian Peterson,RB,1,MIN,SEA,23,45,2,0,2,2,13,0,1,1,4.80
2015,POST,2,Jerick McKinnon,RB,1,MIN,SEA,2,7,4,0,5,3,22,0,0,0,4.40
2015,POST,3,Matt Asiata,RB,1,MIN,SEA,0,0,0,0,1,1,13,0,0,0,1.80
2015,POST,4,Zach Line,RB,1,MIN,SEA,0,0,0,0,2,2,7,0,0,0,1.70
2015,POST,1,James White,RB,3,NE,DEN,5,11,2,0,16,5,45,0,1,0,8.10
2015,POST,2,Steven Jackson,RB,3,NE,DEN,4,8,2,1,0,0,0,0,0,0,6.80
2015,POST,3,James White,RB,2,NE,KC,1,5,5,0,3,2,39,0,0,0,5.40
2015,POST,4,Brandon Bolden,RB,3,NE,DEN,5,12,2,0,3,2,29,0,0,0,5.10
2015,POST,5,Steven Jackson,RB,2,NE,KC,6,16,3,0,1,1,2,0,0,0,2.30
2015,POST,6,Brandon Bolden,RB,2,NE,KC,0,0,0,0,1,1,-3,0,0,0,0.20
2015,POST,1,Fitzgerald Toussaint,RB,1,PIT,CIN,17,58,3,0,8,4,60,0,0,0,13.80
2015,POST,2,Fitzgerald Toussaint,RB,2,PIT,DEN,12,39,3,1,3,3,2,0,1,1,9.60
2015,POST,3,Jordan Todman,RB,1,PIT,CIN,11,65,6,0,0,0,0,0,1,0,6.50
2015,POST,4,Jordan Todman,RB,2,PIT,DEN,5,6,1,0,0,0,0,0,0,0,0.60
2015,POST,5,Will Johnson,RB,1,PIT,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,1,Christine Michael,RB,1,SEA,MIN,21,70,3,0,1,1,14,0,0,0,8.90
2015,POST,2,Marshawn Lynch,RB,2,SEA,CAR,6,20,3,0,3,2,15,0,0,0,4.50
2015,POST,3,Fred Jackson,RB,2,SEA,CAR,2,9,5,0,3,2,23,0,0,0,4.20
2015,POST,4,Fred Jackson,RB,1,SEA,MIN,1,2,2,0,5,2,19,0,0,0,3.10
2015,POST,5,Derrick Coleman,RB,1,SEA,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,6,Will Tukuafu,RB,1,SEA,MIN,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,7,Derrick Coleman,RB,2,SEA,CAR,0,0,0,0,0,0,0,0,0,0,0.00
2015,POST,8,Christine Michael,RB,2,SEA,CAR,0,0,0,0,1,0,0,0,0,0,0.00
2015,POST,1,Chris Thompson,RB,1,WAS,GB,1,25,25,0,8,8,89,0,0,0,15.40
2015,POST,2,Alfred Morris,RB,1,WAS,GB,11,50,5,0,0,0,0,0,0,0,5.00
2015,POST,3,Pierre Thomas,RB,1,WAS,GB,4,7,2,0,0,0,0,0,0,0,0.70
2015,POST,4,Darrel Young,RB,1,WAS,GB,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Andre Ellington,RB,4,ARI,SF,5,18,4,0,14,9,86,0,0,0,14.90
2017,REG,2,Andre Ellington,RB,5,ARI,PHI,1,-2,-2,0,10,9,65,0,0,0,10.80
2017,REG,3,Andre Ellington,RB,3,ARI,DAL,5,22,4,0,8,5,59,0,0,0,10.60
2017,REG,4,David Johnson,RB,1,ARI,DET,11,23,2,0,9,6,67,0,2,1,10.00
2017,REG,5,Chris Johnson,RB,4,ARI,SF,13,32,3,0,3,3,31,0,0,0,7.80
2017,REG,6,Kerwynn Williams,RB,1,ARI,DET,5,10,2,1,1,1,2,0,0,0,7.70
2017,REG,7,Andre Ellington,RB,1,ARI,DET,0,0,0,0,3,2,35,0,0,0,4.50
2017,REG,8,Chris Johnson,RB,2,ARI,IND,11,44,4,0,0,0,0,0,0,0,4.40
2017,REG,9,Andre Ellington,RB,2,ARI,IND,2,11,6,0,5,3,12,0,0,0,3.80
2017,REG,10,Chris Johnson,RB,5,ARI,PHI,9,21,2,0,1,1,8,0,0,0,3.40
2017,REG,11,Chris Johnson,RB,3,ARI,DAL,12,17,1,0,2,1,4,0,0,0,2.60
2017,REG,12,Kerwynn Williams,RB,2,ARI,IND,9,22,2,0,0,0,0,0,0,0,2.20
2017,REG,13,Kerwynn Williams,RB,4,ARI,SF,1,-1,-1,0,1,1,10,0,0,0,1.40
2017,REG,14,Elijhaa Penny,RB,5,ARI,PHI,0,0,0,0,1,1,6,0,0,0,1.10
2017,REG,15,Kerwynn Williams,RB,3,ARI,DAL,1,3,3,0,0,0,0,0,0,0,0.30
2017,REG,16,Elijhaa Penny,RB,4,ARI,SF,1,1,1,0,0,0,0,0,0,0,0.10
2017,REG,17,Elijhaa Penny,RB,1,ARI,DET,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,18,Elijhaa Penny,RB,2,ARI,IND,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,19,Elijhaa Penny,RB,3,ARI,DAL,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,20,Kerwynn Williams,RB,5,ARI,PHI,3,-2,-1,0,0,0,0,0,0,0,-0.20
2017,REG,1,Devonta Freeman,RB,2,ATL,GB,19,84,4,2,2,2,16,0,0,0,23.00
2017,REG,2,Devonta Freeman,RB,3,ATL,DET,21,106,5,1,3,3,32,0,0,0,21.30
2017,REG,3,Tevin Coleman,RB,4,ATL,BUF,9,77,9,0,6,4,65,0,1,0,16.20
2017,REG,4,Devonta Freeman,RB,4,ATL,BUF,18,58,3,1,2,2,20,0,0,0,14.80
2017,REG,5,Tevin Coleman,RB,2,ATL,GB,6,42,7,0,2,2,3,1,0,0,11.50
2017,REG,6,Devonta Freeman,RB,1,ATL,CHI,12,37,3,1,2,2,2,0,0,0,10.90
2017,REG,7,Tevin Coleman,RB,3,ATL,DET,6,46,8,0,5,3,43,0,0,0,10.40
2017,REG,8,Tevin Coleman,RB,1,ATL,CHI,8,16,2,0,6,4,42,0,0,0,7.80
2017,REG,9,Derrick Coleman,RB,4,ATL,BUF,0,0,0,0,2,1,11,0,0,0,1.60
2017,REG,10,Derrick Coleman,RB,1,ATL,CHI,0,0,0,0,1,0,0,0,0,0,0.00
2017,REG,11,Terron Ward,RB,1,ATL,CHI,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,12,Derrick Coleman,RB,2,ATL,GB,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,13,Terron Ward,RB,2,ATL,GB,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,14,Derrick Coleman,RB,3,ATL,DET,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,15,Brian Hill,RB,4,ATL,BUF,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,1,Javorius Allen,RB,2,BAL,CLE,14,66,5,0,6,5,35,1,0,0,18.60
2017,REG,2,Javorius Allen,RB,5,BAL,OAK,21,73,4,1,5,4,12,0,0,0,16.50
2017,REG,3,Terrance West,RB,1,BAL,CIN,19,80,4,1,1,0,0,0,0,0,14.00
2017,REG,4,Terrance West,RB,2,BAL,CLE,8,22,3,1,2,2,23,0,0,0,11.50
2017,REG,5,Alex Collins,RB,3,BAL,JAX,9,82,9,0,0,0,0,0,0,0,8.20
2017,REG,6,Javorius Allen,RB,4,BAL,PIT,2,7,4,0,6,6,37,0,0,0,7.40
2017,REG,7,Javorius Allen,RB,1,BAL,CIN,21,71,3,0,1,0,0,0,0,0,7.10
2017,REG,8,Alex Collins,RB,4,BAL,PIT,9,82,9,0,2,0,0,0,1,1,6.20
2017,REG,9,Alex Collins,RB,5,BAL,OAK,12,55,5,0,0,0,0,0,0,0,5.50
2017,REG,10,Javorius Allen,RB,3,BAL,JAX,8,15,2,0,6,5,13,0,0,0,5.30
2017,REG,11,Danny Woodhead,RB,1,BAL,CIN,1,4,4,0,3,3,33,0,0,0,5.20
2017,REG,12,Alex Collins,RB,2,BAL,CLE,7,42,6,0,0,0,0,0,1,1,2.20
2017,REG,13,Terrance West,RB,5,BAL,OAK,2,17,9,0,0,0,0,0,0,0,1.70
2017,REG,14,Terrance West,RB,3,BAL,JAX,6,26,4,0,1,0,0,0,1,1,0.60
2017,REG,15,Terrance West,RB,4,BAL,PIT,4,-7,-2,0,0,0,0,0,0,0,-0.70
2017,REG,1,LeSean McCoy,RB,1,BUF,NYJ,22,110,5,0,6,5,49,0,0,0,18.40
2017,REG,2,LeSean McCoy,RB,4,BUF,ATL,20,76,4,0,3,3,32,0,0,0,12.30
2017,REG,3,Mike Tolbert,RB,1,BUF,NYJ,12,42,4,1,1,1,12,0,0,0,11.90
2017,REG,4,LeSean McCoy,RB,5,BUF,CIN,19,63,3,0,9,6,26,0,1,0,11.90
2017,REG,5,LeSean McCoy,RB,3,BUF,DEN,14,21,2,0,7,7,48,0,0,0,10.40
2017,REG,6,LeSean McCoy,RB,2,BUF,CAR,12,9,1,0,7,6,34,0,0,0,7.30
2017,REG,7,Mike Tolbert,RB,5,BUF,CIN,3,16,5,0,3,3,18,0,0,0,4.90
2017,REG,8,Mike Tolbert,RB,3,BUF,DEN,11,41,4,0,1,0,0,0,0,0,4.10
2017,REG,9,Mike Tolbert,RB,4,BUF,ATL,8,31,4,0,0,0,0,0,1,0,3.10
2017,REG,10,Mike Tolbert,RB,2,BUF,CAR,3,5,2,0,1,1,2,0,0,0,1.20
2017,REG,11,Patrick DiMarco,RB,1,BUF,NYJ,0,0,0,0,1,1,5,0,0,0,1.00
2017,REG,12,Taiwan Jones,RB,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,13,Joe Banyard,RB,1,BUF,NYJ,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,14,Taiwan Jones,RB,2,BUF,CAR,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,15,Patrick DiMarco,RB,2,BUF,CAR,0,0,0,0,1,0,0,0,0,0,0.00
2017,REG,16,Taiwan Jones,RB,3,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,17,Patrick DiMarco,RB,3,BUF,DEN,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,18,Taiwan Jones,RB,4,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,19,Taiwan Jones,RB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,20,Joe Banyard,RB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,21,Patrick DiMarco,RB,5,BUF,CIN,0,0,0,0,0,0,0,0,0,0,0.00
2017,REG,22,Patrick DiMarco,RB,4,BUF,ATL,1,-2,-2,0,0,0,0,0,0,0,-0.20
2017,REG,1,Christian McCaffrey,RB,3,CAR,NO,4,16,4,0,11,9,101,0,0,0,16.20
2017,REG,2,Jonathan Stewart,RB,1,CAR,SF,18,65,4,0,2,2,17,1,0,0,15.20
2017,REG,3,Christian McCaffrey,RB,5,CAR,DET,3,7,2,0,7,5,31,1,0,0,12.30
2017,REG,4,Fozzy Whittaker,RB,4,CAR,NE,0,0,0,0,3,3,34,1,0,0,10.90
2017,REG,5,Christian McCaffrey,RB,1,CAR,SF,13,47,4,0,7,5,38,0,1,1,9.00
2017,REG,6,Christian McCaffrey,RB,4,CAR,NE,6,16,3,0,6,4,33,0,0,0,6.90
